Year;Make;Model;Vehicle Class;Engine Size (L);Cylinders;Transmission;Fuel Type;Fuel Consumption City; Fuel Consumption Hwy; Fuel Consumption Combined; Fuel Consumption Combined (mpg);CO2 Emissions
2019;Acura;ILX;Compact;24;4;AM8;Z;99;70;86;33;199
2019;Acura;MDX SH-AWD;SUV: Small;35;6;AS9;Z;122;90;108;26;252
2019;Acura;MDX SH-AWD A-SPEC;SUV: Small;35;6;AS9;Z;122;95;110;26;258
2019;Acura;MDX Hybrid AWD;SUV: Small;30;6;AM7;Z;91;90;90;31;210
2019;Acura;NSX;Two-seater;35;6;AM9;Z;111;108;110;26;261
2019;Acura;RDX AWD;SUV: Small;20;4;AS10;Z;110;86;99;29;232
2019;Acura;RDX AWD A-SPEC;SUV: Small;20;4;AS10;Z;113;91;103;27;242
2019;Acura;RLX Hybrid;Mid-size;35;6;AM7;Z;84;82;84;34;196
2019;Acura;TLX;Compact;24;4;AM8;Z;100;71;87;32;205
2019;Acura;TLX A-SPEC;Compact;24;4;AM8;Z;102;74;89;32;209
2019;Acura;TLX SH-AWD;Compact;35;6;AS9;Z;114;77;98;29;228
2019;Acura;TLX SH-AWD A-SPEC;Compact;35;6;AS9;Z;120;82;103;27;240
2019;Alfa Romeo;4C Coupe;Two-seater;18;4;AM6;Z;97;69;84;34;197
2019;Alfa Romeo;4C Spider;Two-seater;18;4;AM6;Z;97;69;84;34;197
2019;Alfa Romeo;Giulia;Mid-size;20;4;A8;Z;100;72;87;32;205
2019;Alfa Romeo;Giulia AWD;Mid-size;20;4;A8;Z;105;77;92;31;217
2019;Alfa Romeo;Giulia Quadrifoglio;Mid-size;29;6;A8;Z;138;96;119;24;280
2019;Alfa Romeo;Stelvio;SUV: Small;20;4;A8;Z;103;81;93;30;218
2019;Alfa Romeo;Stelvio AWD;SUV: Small;20;4;A8;Z;108;83;96;29;226
2019;Alfa Romeo;Stelvio AWD Quadrifoglio;SUV: Small;29;6;A8;Z;141;104;124;23;292
2019;Aston Martin;DB11 V8;Minicompact;40;8;A8;Z;130;98;115;25;271
2019;Aston Martin;DB11 AMR;Minicompact;52;12;A8;Z;155;106;133;21;312
2019;Aston Martin;DBS Superleggera;Minicompact;52;12;A8;Z;164;107;138;20;324
2019;Aston Martin;Rapide AMR;Subcompact;60;12;A8;Z;167;109;141;20;332
2019;Aston Martin;Vanquish Zagato;Minicompact;60;12;A8;Z;175;114;147;19;346
2019;Aston Martin;Vantage V8;Two-seater;40;8;A8;Z;127;94;112;25;264
2019;Audi;A3;Subcompact;20;4;AM7;X;91;68;81;35;188
2019;Audi;A3 quattro;Subcompact;20;4;AM7;X;109;79;96;29;225
2019;Audi;A3 Cabriolet quattro;Subcompact;20;4;AM7;X;107;79;95;30;221
2019;Audi;A4;Compact;20;4;AM7;Z;86;69;78;36;182
2019;Audi;A4 quattro;Compact;20;4;AM7;Z;100;70;87;32;204
2019;Audi;A4 allroad quattro;Station wagon: Small;20;4;AM7;Z;107;80;95;30;221
2019;Audi;A5 quattro;Subcompact;20;4;AM7;Z;100;70;87;32;204
2019;Audi;A5 Cabriolet quattro;Subcompact;20;4;AM7;Z;100;70;87;32;204
2019;Audi;A5 Sportback quattro;Mid-size;20;4;AM7;Z;100;70;87;32;204
2019;Audi;A6 quattro;Mid-size;30;6;AM7;Z;107;82;96;29;224
2019;Audi;A7 quattro;Mid-size;30;6;AM7;Z;107;82;96;29;224
2019;Audi;A8L;Full-size;30;6;AS8;Z;125;86;108;26;252
2019;Audi;Q3 quattro;SUV: Small;20;4;AS8;X;123;86;106;27;248
2019;Audi;Q5;SUV: Small;20;4;AM7;Z;109;87;99;29;230
2019;Audi;Q7;SUV: Standard;20;4;AS8;Z;122;95;110;26;258
2019;Audi;Q7;SUV: Standard;30;6;AS8;Z;126;94;111;25;260
2019;Audi;Q8;SUV: Standard;30;6;AS8;Z;140;107;125;23;294
2019;Audi;RS 3;Subcompact;25;5;AM7;Z;124;84;106;27;247
2019;Audi;RS 5 Coupe;Subcompact;29;6;AS8;Z;133;87;113;25;262
2019;Audi;RS 5 Sportback;Mid-size;29;6;AS8;Z;135;90;115;25;268
2019;Audi;S3;Subcompact;20;4;AM7;Z;107;80;95;30;222
2019;Audi;S4;Compact;30;6;AS8;Z;113;80;98;29;230
2019;Audi;S5;Subcompact;30;6;AS8;Z;113;80;98;29;230
2019;Audi;S5 Cabriolet;Subcompact;30;6;AS8;Z;114;82;99;29;234
2019;Audi;S5 Sportback;Mid-size;30;6;AS8;Z;113;80;98;29;230
2019;Audi;SQ5;SUV: Small;30;6;AS8;Z;127;100;115;25;270
2019;Audi;TT Coupe quattro;Subcompact;20;4;AM7;X;103;77;92;31;213
2019;Audi;TT Roadster quattro;Two-seater;20;4;AM7;X;103;77;92;31;213
2019;Audi;TT RS Coupe;Subcompact;25;5;AM7;Z;120;83;103;27;241
2019;Audi;TTS Coupe;Subcompact;20;4;AM7;Z;104;82;94;30;220
2019;Bentley;Bentayga;SUV: Standard;40;8;AS8;Z;164;101;136;21;315
2019;Bentley;Mulsanne;Mid-size;68;8;AS8;Z;245;144;200;14;465
2019;BMW;230i xDrive Cabriolet;Subcompact;20;4;AS8;Z;102;72;88;32;207
2019;BMW;230i xDrive Coupe;Subcompact;20;4;AS8;Z;99;71;86;33;202
2019;BMW;330i xDrive;Compact;20;4;AS8;Z;95;69;83;34;194
2019;BMW;330i xDrive Gran Turismo;Full-size;20;4;AS8;Z;102;72;88;32;207
2019;BMW;330i xDrive Touring;Station wagon: Small;20;4;AS8;Z;102;72;88;32;207
2019;BMW;430i xDrive Cabriolet;Subcompact;20;4;AS8;Z;106;73;91;31;213
2019;BMW;430i xDrive Coupe;Compact;20;4;AS8;Z;102;72;88;32;207
2019;BMW;430i xDrive Gran Coupe;Compact;20;4;AS8;Z;102;72;88;32;207
2019;BMW;440i Coupe;Compact;30;6;AS8;Z;112;73;94;30;227
2019;BMW;440i Coupe;Compact;30;6;M6;Z;128;88;110;26;256
2019;BMW;440i xDrive Cabriolet;Subcompact;30;6;AS8;Z;118;79;100;28;235
2019;BMW;440i xDrive Coupe;Compact;30;6;AS8;Z;114;76;97;29;228
2019;BMW;440i xDrive Coupe;Compact;30;6;M6;Z;130;85;110;26;256
2019;BMW;440i xDrive Gran Coupe;Compact;30;6;AS8;Z;114;76;97;29;228
2019;BMW;530i xDrive;Mid-size;20;4;AS8;Z;102;72;88;32;207
2019;BMW;540i xDrive;Mid-size;30;6;AS8;Z;112;81;98;29;231
2019;BMW;640i xDrive Gran Coupe;Compact;30;6;AS8;Z;123;84;105;27;248
2019;BMW;640i xDrive Gran Turismo;Full-size;30;6;AS8;Z;119;84;103;27;241
2019;BMW;650i xDrive Gran Coupe;Compact;44;8;AS8;Z;140;96;120;24;282
2019;BMW;750i xDrive;Full-size;44;8;AS8;Z;133;92;115;25;269
2019;BMW;750Li xDrive;Full-size;44;8;AS8;Z;140;96;120;24;282
2019;BMW;Alpina B6 xDrive Gran Coupe;Compact;44;8;AS8;Z;140;96;120;24;282
2019;BMW;Alpina B7 xDrive;Full-size;44;8;AS8;Z;140;96;120;24;282
2019;BMW;M2 Competition;Subcompact;30;6;AM7;Z;143;104;126;22;294
2019;BMW;M2 Competition;Subcompact;30;6;M6;Z;134;96;117;24;273
2019;BMW;M240i Cabriolet;Subcompact;30;6;AS8;Z;112;78;97;29;227
2019;BMW;M240i Cabriolet;Subcompact;30;6;M6;Z;128;88;110;26;256
2019;BMW;M240i Coupe;Subcompact;30;6;AS8;Z;112;78;97;29;227
2019;BMW;M240i Coupe;Subcompact;30;6;M6;Z;128;88;110;26;256
2019;BMW;M240i Coupe M Performance;Subcompact;30;6;AS8;Z;112;78;97;29;227
2019;BMW;M240i Coupe M Performance;Subcompact;30;6;M6;Z;128;88;110;26;256
2019;BMW;M240i xDrive Cabriolet;Subcompact;30;6;AS8;Z;113;80;98;29;229
2019;BMW;M240i xDrive Coupe;Subcompact;30;6;AS8;Z;113;80;98;29;229
2019;BMW;M240i xDrive Coupe M Performance;Subcompact;30;6;AS8;Z;113;80;98;29;229
2019;BMW;M4 Cabriolet;Subcompact;30;6;AM7;Z;145;105;127;22;299
2019;BMW;M4 Cabriolet;Subcompact;30;6;M6;Z;138;94;119;24;280
2019;BMW;M4 Cabriolet Competition;Subcompact;30;6;AM7;Z;145;105;127;22;299
2019;BMW;M4 Cabriolet Competition;Subcompact;30;6;M6;Z;138;94;119;24;280
2019;BMW;M4 Coupe;Compact;30;6;AM7;Z;143;104;126;22;294
2019;BMW;M4 Coupe;Compact;30;6;M6;Z;134;96;117;24;273
2019;BMW;M4 Coupe Competition;Compact;30;6;AM7;Z;143;104;126;22;294
2019;BMW;M4 Coupe Competition;Compact;30;6;M6;Z;134;96;117;24;273
2019;BMW;M4 CS;Compact;30;6;AM7;Z;143;104;126;22;294
2019;BMW;M5;Mid-size;44;8;AS8;Z;160;112;139;20;324
2019;BMW;M5 Competition;Mid-size;44;8;AS8;Z;160;112;139;20;324
2019;BMW;M550i xDrive;Mid-size;44;8;AS8;Z;133;92;115;25;269
2019;BMW;M6 Gran Coupe;Compact;44;8;AM7;Z;173;116;147;19;344
2019;BMW;M760Li xDrive;Full-size;66;12;AS8;Z;177;119;151;19;355
2019;BMW;M850i xDrive Cabriolet;Subcompact;44;8;AS8;Z;135;92;116;24;270
2019;BMW;M850i xDrive Coupe;Subcompact;44;8;AS8;Z;133;92;115;25;269
2019;BMW;X1 xDrive28i;SUV: Small;20;4;AS8;Z;107;75;93;30;217
2019;BMW;X2 xDrive28i;SUV: Small;20;4;AS8;Z;110;77;95;30;222
2019;BMW;X3 xDrive30i;SUV: Small;20;4;AS8;Z;108;80;96;29;223
2019;BMW;X3 M40i;SUV: Small;30;6;AS8;Z;119;87;104;27;245
2019;BMW;X4 xDrive30i;SUV: Small;20;4;AS8;Z;108;80;96;29;223
2019;BMW;X4 M40i;SUV: Small;30;6;AS8;Z;119;87;104;27;245
2019;BMW;X5 xDrive40i;SUV: Standard;30;6;AS8;Z;117;91;105;27;245
2019;BMW;X5 xDrive50i;SUV: Standard;44;8;AS8;Z;153;111;134;21;314
2019;BMW;X6 xDrive35i;SUV: Standard;30;6;AS8;Z;130;99;116;24;272
2019;BMW;X6 xDrive50i;SUV: Standard;44;8;AS8;Z;143;106;126;22;294
2019;BMW;X6 M;SUV: Standard;44;8;AS8;Z;166;121;146;19;341
2019;BMW;X7 xDrive40i;SUV: Standard;30;6;AS8;Z;120;94;108;26;254
2019;BMW;X7 xDrive50i;SUV: Standard;44;8;AS8;Z;143;106;126;22;294
2019;Bugatti;Chiron;Two-seater;80;16;AM7;Z;268;166;222;13;522
2019;Buick;Enclave;SUV: Standard;36;6;A9;X;130;91;112;25;263
2019;Buick;Enclave AWD;SUV: Standard;36;6;A9;X;138;95;119;24;278
2019;Buick;Encore;SUV: Small;14;4;AS6;X;94;78;87;32;204
2019;Buick;Encore (SIDI with Stop/Start);SUV: Small;14;4;AS6;X;89;75;83;34;194
2019;Buick;Encore AWD;SUV: Small;14;4;AS6;X;99;81;91;31;214
2019;Buick;Encore AWD (SIDI with Stop/Start);SUV: Small;14;4;AS6;X;94;79;88;32;205
2019;Buick;Envision AWD;SUV: Small;20;4;A9;Z;117;94;107;26;249
2019;Buick;Envision AWD;SUV: Small;25;4;A6;X;111;86;100;28;234
2019;Buick;LaCrosse;Mid-size;36;6;AS9;X;117;78;99;29;233
2019;Buick;LaCrosse eAssist;Mid-size;25;4;AS6;X;94;68;82;34;192
2019;Buick;LaCrosse AWD;Mid-size;36;6;AS9;X;117;82;101;28;238
2019;Buick;Regal;Mid-size;20;4;AS9;Z;106;74;91;31;214
2019;Buick;Regal AWD;Mid-size;20;4;AS8;Z;110;80;96;29;227
2019;Buick;Regal AWD;Mid-size;36;6;AS9;X;124;87;107;26;251
2019;Cadillac;CT6 AWD;Full-size;30;6;AS10;Z;131;91;113;25;267
2019;Cadillac;CT6 AWD;Full-size;36;6;AS10;X;130;88;111;25;261
2019;Cadillac;CT6 AWD;Full-size;42;8;AS10;Z;173;95;138;20;324
2019;Cadillac;CTS;Mid-size;20;4;AS8;Z;110;78;95;30;222
2019;Cadillac;CTS;Mid-size;36;6;AS8;X;123;82;105;27;246
2019;Cadillac;CTS AWD;Mid-size;20;4;AS8;Z;114;81;99;29;232
2019;Cadillac;CTS AWD;Mid-size;36;6;AS8;X;133;92;115;25;269
2019;Cadillac;CTS Vsport;Mid-size;36;6;AS8;Z;150;99;127;22;298
2019;Cadillac;CTS-V;Mid-size;62;8;AS8;Z;171;110;143;20;337
2019;Cadillac;Escalade 4WD;SUV: Standard;62;8;A10;Z;166;109;140;20;328
2019;Cadillac;XT4;SUV: Small;20;4;AS9;Z;98;78;89;32;209
2019;Cadillac;XT4 AWD;SUV: Small;20;4;AS9;Z;109;82;97;29;227
2019;Cadillac;XT5;SUV: Small;36;6;AS8;X;121;89;106;27;250
2019;Cadillac;XT5 AWD;SUV: Small;36;6;AS8;X;128;93;112;25;263
2019;Cadillac;XTS;Full-size;36;6;AS6;X;129;87;110;26;259
2019;Cadillac;XTS AWD;Full-size;36;6;AS6;X;137;90;116;24;272
2019;Cadillac;XTS Vsport AWD;Full-size;36;6;AS6;Z;150;101;128;22;302
2019;Chevrolet;Blazer;SUV: Small;25;4;A9;X;108;88;99;29;232
2019;Chevrolet;Blazer;SUV: Small;36;6;A9;X;120;90;106;27;250
2019;Chevrolet;Blazer AWD;SUV: Small;36;6;A9;X;127;95;113;25;265
2019;Chevrolet;Camaro;Subcompact;20;4;AS8;Z;108;77;94;30;220
2019;Chevrolet;Camaro;Subcompact;20;4;M6;Z;119;79;101;28;235
2019;Chevrolet;Camaro;Subcompact;36;6;AS8;X;123;82;104;27;246
2019;Chevrolet;Camaro;Subcompact;36;6;M6;X;143;88;118;24;277
2019;Chevrolet;Camaro SS;Subcompact;62;8;AS10;Z;145;88;120;24;279
2019;Chevrolet;Camaro SS;Subcompact;62;8;M6;Z;149;99;126;22;297
2019;Chevrolet;Camaro ZL1;Subcompact;62;8;AS10;Z;183;112;151;19;355
2019;Chevrolet;Camaro ZL1;Subcompact;62;8;M6;Z;172;120;149;19;349
2019;Chevrolet;Colorado;Pickup truck: Small;25;4;A6;X;121;92;108;26;253
2019;Chevrolet;Colorado;Pickup truck: Small;25;4;M6;X;119;92;107;26;251
2019;Chevrolet;Colorado;Pickup truck: Small;28;4;A6;D;118;79;101;28;270
2019;Chevrolet;Colorado;Pickup truck: Small;36;6;A8;X;134;96;117;24;274
2019;Chevrolet;Colorado 4WD;Pickup truck: Small;25;4;A6;X;127;98;114;25;267
2019;Chevrolet;Colorado 4WD;Pickup truck: Small;28;4;A6;D;122;84;105;27;283
2019;Chevrolet;Colorado 4WD;Pickup truck: Small;36;6;A8;X;140;99;122;23;286
2019;Chevrolet;Colorado ZR2 4WD;Pickup truck: Small;28;4;A6;D;133;106;121;23;326
2019;Chevrolet;Colorado ZR2 4WD;Pickup truck: Small;36;6;A8;X;150;130;141;20;331
2019;Chevrolet;Corvette;Two-seater;62;8;AS8;Z;156;92;127;22;299
2019;Chevrolet;Corvette;Two-seater;62;8;M7;Z;146;93;122;23;286
2019;Chevrolet;Corvette Z06;Two-seater;62;8;AS8;Z;172;101;140;20;331
2019;Chevrolet;Corvette Z06;Two-seater;62;8;M7;Z;159;106;135;21;318
2019;Chevrolet;Corvette ZR1;Two-seater;62;8;AS8;Z;195;120;161;18;381
2019;Chevrolet;Corvette ZR1;Two-seater;62;8;M7;Z;182;125;156;18;368
2019;Chevrolet;Cruze;Compact;14;4;AS6;X;83;62;73;39;172
2019;Chevrolet;Cruze Premier;Compact;14;4;AS6;X;83;62;73;39;172
2019;Chevrolet;Cruze Diesel;Compact;16;4;A9;D;76;49;64;44;172
2019;Chevrolet;Cruze Hatchback;Mid-size;14;4;AS6;X;83;62;73;39;172
2019;Chevrolet;Cruze Hatchback Premier;Mid-size;14;4;AS6;X;85;64;75;38;175
2019;Chevrolet;Cruze Hatchback Diesel;Mid-size;16;4;A9;D;78;52;66;43;178
2019;Chevrolet;Equinox;SUV: Small;15;4;A6;X;92;73;83;34;196
2019;Chevrolet;Equinox;SUV: Small;16;4;A6;D;85;60;74;38;199
2019;Chevrolet;Equinox AWD;SUV: Small;15;4;A6;X;93;78;86;33;207
2019;Chevrolet;Equinox AWD;SUV: Small;16;4;A6;D;85;61;74;38;199
2019;Chevrolet;Equinox AWD;SUV: Small;20;4;A9;Z;109;83;97;29;228
2019;Chevrolet;Impala;Full-size;25;4;AS6;X;108;80;96;29;225
2019;Chevrolet;Impala;Full-size;36;6;AS6;X;127;85;108;26;254
2019;Chevrolet;Impala;Full-size;36;6;AS6;E;172;116;146;19;245
2019;Chevrolet;Malibu;Mid-size;15;4;AV;X;82;66;75;38;174
2019;Chevrolet;Malibu;Mid-size;20;4;A9;Z;105;74;91;31;214
2019;Chevrolet;Malibu Hybrid;Mid-size;18;4;AV;X;48;55;51;55;121
2019;Chevrolet;Silverado;Pickup truck: Standard;27;4;A8;X;119;103;111;25;261
2019;Chevrolet;Silverado;Pickup truck: Standard;43;6;A6;X;151;115;135;21;316
2019;Chevrolet;Silverado;Pickup truck: Standard;53;8;A6;X;159;114;139;20;326
2019;Chevrolet;Silverado FFV;Pickup truck: Standard;53;8;A6;X;157;119;140;20;329
2019;Chevrolet;Silverado FFV;Pickup truck: Standard;53;8;A6;E;211;150;184;15;306
2019;Chevrolet;Silverado;Pickup truck: Standard;53;8;A8;X;141;102;124;23;290
2019;Chevrolet;Silverado 4WD;Pickup truck: Standard;27;4;A8;X;125;108;117;24;275
2019;Chevrolet;Silverado 4WD;Pickup truck: Standard;43;6;A6;X;158;119;140;20;329
2019;Chevrolet;Silverado 4WD Trail Boss;Pickup truck: Standard;43;6;A6;X;163;129;148;19;347
2019;Chevrolet;Silverado 4WD;Pickup truck: Standard;53;8;A6;X;159;117;140;20;329
2019;Chevrolet;Silverado 4WD FFV;Pickup truck: Standard;53;8;A6;X;161;125;144;20;339
2019;Chevrolet;Silverado 4WD FFV;Pickup truck: Standard;53;8;A6;E;220;161;193;15;322
2019;Chevrolet;Silverado 4WD Trail Boss;Pickup truck: Standard;53;8;A6;X;165;130;149;19;350
2019;Chevrolet;Silverado 4WD;Pickup truck: Standard;53;8;A8;X;149;108;131;22;306
2019;Chevrolet;Silverado 4WD Trail Boss;Pickup truck: Standard;53;8;A8;X;153;118;137;21;320
2019;Chevrolet;Silverado 4WD;Pickup truck: Standard;62;8;A10;Z;150;120;137;21;321
2019;Chevrolet;Silverado LD;Pickup truck: Standard;53;8;A6;X;156;109;135;21;317
2019;Chevrolet;Silverado LD 4WD;Pickup truck: Standard;53;8;A6;X;158;114;138;20;325
2019;Chevrolet;Spark;Subcompact;14;4;AV;X;79;62;71;40;167
2019;Chevrolet;Spark;Subcompact;14;4;M5;X;80;62;72;39;170
2019;Chevrolet;Suburban;SUV: Standard;53;8;A6;X;157;105;134;21;314
2019;Chevrolet;Suburban FFV;SUV: Standard;53;8;A6;X;157;105;134;21;314
2019;Chevrolet;Suburban FFV;SUV: Standard;53;8;A6;E;212;139;179;16;298
2019;Chevrolet;Suburban 4WD;SUV: Standard;53;8;A6;X;168;113;143;20;336
2019;Chevrolet;Suburban 4WD FFV;SUV: Standard;53;8;A6;X;168;113;143;20;336
2019;Chevrolet;Suburban 4WD FFV;SUV: Standard;53;8;A6;E;222;152;190;15;317
2019;Chevrolet;Suburban 4WD;SUV: Standard;62;8;A10;Z;171;113;145;19;340
2019;Chevrolet;Tahoe;SUV: Standard;53;8;A6;X;157;105;134;21;314
2019;Chevrolet;Tahoe FFV;SUV: Standard;53;8;A6;X;157;105;134;21;314
2019;Chevrolet;Tahoe FFV;SUV: Standard;53;8;A6;E;212;139;179;16;298
2019;Chevrolet;Tahoe 4WD;SUV: Standard;53;8;A6;X;158;111;137;21;321
2019;Chevrolet;Tahoe 4WD FFV;SUV: Standard;53;8;A6;X;158;111;137;21;321
2019;Chevrolet;Tahoe 4WD FFV;SUV: Standard;53;8;A6;E;217;143;184;15;305
2019;Chevrolet;Tahoe 4WD;SUV: Standard;62;8;A10;Z;164;107;138;20;325
2019;Chevrolet;Traverse;SUV: Standard;36;6;A9;X;130;88;111;25;261
2019;Chevrolet;Traverse AWD;SUV: Standard;36;6;A9;X;137;95;118;24;277
2019;Chevrolet;Trax;SUV: Small;14;4;AS6;X;91;76;84;34;196
2019;Chevrolet;Trax;SUV: Small;14;4;M6;X;94;69;83;34;194
2019;Chevrolet;Trax 4WD;SUV: Small;14;4;AS6;X;99;81;91;31;214
2019;Chrysler;300;Full-size;36;6;A8;X;124;78;103;27;242
2019;Chrysler;300 FFV;Full-size;36;6;A8;X;124;78;103;27;242
2019;Chrysler;300 FFV;Full-size;36;6;A8;E;171;106;142;20;234
2019;Chrysler;300;Full-size;57;8;A8;X;147;94;123;23;289
2019;Chrysler;300 AWD;Full-size;36;6;A8;X;128;87;110;26;258
2019;Chrysler;300 AWD FFV;Full-size;36;6;A8;X;128;87;110;26;258
2019;Chrysler;300 AWD FFV;Full-size;36;6;A8;E;176;120;150;19;248
2019;Chrysler;Pacifica;Minivan;36;6;A9;X;129;84;109;26;259
2019;Chrysler;Pacifica (Stop-Start);Minivan;36;6;A9;X;124;84;106;27;249
2019;Dodge;Challenger;Mid-size;36;6;A8;X;124;78;103;27;242
2019;Dodge;Challenger;Mid-size;57;8;M6;Z;156;101;131;22;307
2019;Dodge;Challenger;Mid-size;64;8;M6;Z;167;104;139;20;325
2019;Dodge;Challenger (MDS);Mid-size;57;8;A8;X;147;94;123;23;289
2019;Dodge;Challenger (MDS);Mid-size;64;8;A8;Z;158;96;130;22;304
2019;Dodge;Challenger GT AWD;Mid-size;36;6;A8;X;128;87;110;26;258
2019;Dodge;Challenger SRT Hellcat;Mid-size;62;8;A8;Z;176;107;145;19;339
2019;Dodge;Challenger SRT Hellcat;Mid-size;62;8;M6;Z;181;114;151;19;352
2019;Dodge;Challenger SRT Hellcat Redeye;Mid-size;62;8;A8;Z;176;107;145;19;339
2019;Dodge;Charger;Full-size;36;6;A5;X;137;90;116;24;271
2019;Dodge;Charger FFV;Full-size;36;6;A5;X;137;90;116;24;271
2019;Dodge;Charger FFV;Full-size;36;6;A5;E;189;127;161;18;268
2019;Dodge;Charger;Full-size;36;6;A8;X;124;78;103;27;242
2019;Dodge;Charger FFV;Full-size;36;6;A8;X;124;78;103;27;242
2019;Dodge;Charger FFV;Full-size;36;6;A8;E;171;106;142;20;234
2019;Dodge;Charger (MDS);Full-size;57;8;A5;X;156;97;129;22;302
2019;Dodge;Charger (MDS);Full-size;57;8;A8;X;147;94;123;23;289
2019;Dodge;Charger (MDS);Full-size;64;8;A8;Z;158;96;130;22;304
2019;Dodge;Charger AWD;Full-size;36;6;A8;X;128;87;110;26;258
2019;Dodge;Charger AWD FFV;Full-size;36;6;A8;X;128;87;110;26;258
2019;Dodge;Charger AWD FFV;Full-size;36;6;A8;E;176;120;150;19;248
2019;Dodge;Charger AWD (MDS);Full-size;57;8;A5;X;160;101;133;21;312
2019;Dodge;Charger SRT Hellcat;Full-size;62;8;A8;Z;176;107;145;19;339
2019;Dodge;Durango AWD;SUV: Standard;36;6;A8;X;127;96;113;25;265
2019;Dodge;Durango AWD;SUV: Standard;57;8;A8;X;167;109;141;20;331
2019;Dodge;Durango AWD SRT;SUV: Standard;64;8;A8;Z;183;122;156;18;363
2019;Dodge;Grand Caravan FFV;Minivan;36;6;A6;X;137;94;118;24;276
2019;Dodge;Grand Caravan FFV;Minivan;36;6;A6;E;194;133;167;17;274
2019;Dodge;Journey;SUV: Small;24;4;A4;X;127;92;111;25;261
2019;Dodge;Journey FFV;SUV: Small;36;6;A6;X;142;95;121;23;284
2019;Dodge;Journey FFV;SUV: Small;36;6;A6;E;191;132;164;17;274
2019;Dodge;Journey AWD;SUV: Small;36;6;A6;X;145;100;124;23;292
2019;FIAT;124 Spider;Two-seater;14;4;A6;X;93;65;80;35;187
2019;FIAT;124 Spider;Two-seater;14;4;M6;X;90;67;79;36;185
2019;FIAT;500;Minicompact;14;4;A6;X;97;74;87;32;203
2019;FIAT;500;Minicompact;14;4;M5;X;85;71;79;36;186
2019;FIAT;500L;Station wagon: Small;14;4;A6;X;107;79;94;30;221
2019;FIAT;500X AWD;SUV: Small;13;4;A9;X;100;79;91;31;213
2019;Ford;EcoSport;SUV: Small;10;3;AS6;X;86;81;84;34;196
2019;Ford;EcoSport AWD;SUV: Small;20;4;AS6;X;102;80;93;30;218
2019;Ford;Edge;SUV: Small;20;4;AS8;X;109;80;96;29;224
2019;Ford;Edge AWD;SUV: Small;20;4;AS8;X;114;83;100;28;233
2019;Ford;Edge AWD;SUV: Small;27;6;AS8;X;126;92;110;26;259
2019;Ford;Escape;SUV: Small;15;4;AS6;X;102;78;91;31;214
2019;Ford;Escape FFV;SUV: Small;25;4;AS6;X;110;80;96;29;226
2019;Ford;Escape FFV;SUV: Small;25;4;AS6;E;150;108;131;22;218
2019;Ford;Escape AWD;SUV: Small;15;4;AS6;X;112;84;99;29;232
2019;Ford;Escape AWD;SUV: Small;20;4;AS6;X;115;87;102;28;239
2019;Ford;Expedition 4X4;SUV: Standard;35;6;AS10;X;141;106;125;23;293
2019;Ford;Expedition MAX 4X4;SUV: Standard;35;6;AS10;X;147;112;131;22;307
2019;Ford;Explorer AWD;SUV: Standard;23;4;AS6;X;131;92;114;25;267
2019;Ford;Explorer AWD;SUV: Standard;35;6;AS6;X;152;109;132;21;311
2019;Ford;Explorer FFV AWD;SUV: Standard;35;6;AS6;X;145;106;127;22;299
2019;Ford;Explorer FFV AWD;SUV: Standard;35;6;AS6;E;198;143;173;16;288
2019;Ford;F-150;Pickup truck: Standard;27;6;AS10;X;120;90;106;27;249
2019;Ford;F-150 (LT Tire Pkg);Pickup truck: Standard;27;6;AS10;X;124;94;111;25;260
2019;Ford;F-150 (Payload Pkg);Pickup truck: Standard;27;6;AS10;X;124;94;111;25;260
2019;Ford;F-150;Pickup truck: Standard;30;6;AS10;D;108;80;95;30;256
2019;Ford;F-150 (LT Tire Pkg);Pickup truck: Standard;30;6;AS10;D;108;84;97;29;260
2019;Ford;F-150 FFV;Pickup truck: Standard;33;6;AS6;X;122;93;109;26;256
2019;Ford;F-150 FFV;Pickup truck: Standard;33;6;AS6;E;167;126;149;19;247
2019;Ford;F-150 FFV (LT Tire Pkg);Pickup truck: Standard;33;6;AS6;X;124;98;112;25;263
2019;Ford;F-150 FFV (LT Tire Pkg);Pickup truck: Standard;33;6;AS6;E;167;126;149;19;247
2019;Ford;F-150;Pickup truck: Standard;35;6;AS10;X;135;101;120;24;281
2019;Ford;F-150 (LT Tire Pkg);Pickup truck: Standard;35;6;AS10;X;138;107;124;23;291
2019;Ford;F-150 (Payload Pkg);Pickup truck: Standard;35;6;AS10;X;139;112;127;22;298
2019;Ford;F-150 FFV;Pickup truck: Standard;50;8;AS10;X;139;102;122;23;287
2019;Ford;F-150 FFV;Pickup truck: Standard;50;8;AS10;E;203;140;174;16;290
2019;Ford;F-150 FFV (LT Tire Pkg);Pickup truck: Standard;50;8;AS10;X;147;112;131;22;308
2019;Ford;F-150 FFV (LT Tire Pkg);Pickup truck: Standard;50;8;AS10;E;203;140;175;16;290
2019;Ford;F-150 FFV (Payload Pkg);Pickup truck: Standard;50;8;AS10;X;156;118;139;20;326
2019;Ford;F-150 FFV (Payload Pkg);Pickup truck: Standard;50;8;AS10;E;204;140;175;16;291
2019;Ford;F-150 4X4;Pickup truck: Standard;27;6;AS10;X;127;98;114;25;268
2019;Ford;F-150 4X4 (LT Tire Pkg);Pickup truck: Standard;27;6;AS10;X;131;102;118;24;277
