Year;Make;Model;Vehicle Class;Engine Size (L);Cylinders;Transmission;Fuel Type;Fuel Consumption City; Fuel Consumption Hwy; Fuel Consumption Combined; Fuel Consumption Combined (mpg);CO2 Emissions
2019;Volkswagen;Atlas;SUV: Small;20;4;AS8;X;116;91;105;27;245
2019;Volkswagen;Atlas 4MOTION;SUV: Standard;36;6;AS8;X;138;102;122;23;286
2019;Volkswagen;Beetle;Compact;20;4;AS6;X;90;71;82;34;191
2019;Volkswagen;Beetle Convertible;Subcompact;20;4;AS6;X;90;71;82;34;191
2019;Volkswagen;Beetle Dune;Compact;20;4;AS6;X;91;69;81;35;189
2019;Volkswagen;Beetle Dune Convertible;Subcompact;20;4;AS6;X;91;69;81;35;189
2019;Volkswagen;Golf;Compact;14;4;AS8;X;81;64;74;38;172
2019;Volkswagen;Golf;Compact;14;4;M6;X;82;63;74;38;172
2019;Volkswagen;Golf GTI;Compact;20;4;AM7;X;96;75;86;33;202
2019;Volkswagen;Golf GTI;Compact;20;4;M6;X;98;73;87;32;203
2019;Volkswagen;Golf R;Compact;20;4;AM7;Z;102;79;92;31;213
2019;Volkswagen;Golf R;Compact;20;4;M6;Z;114;82;99;29;232
2019;Volkswagen;Golf Alltrack;Station wagon: Small;18;4;AM6;X;107;80;94;30;220
2019;Volkswagen;Golf Alltrack;Station wagon: Small;18;4;M6;X;111;78;96;29;225
2019;Volkswagen;Golf SportWagen;Station wagon: Small;14;4;AS8;X;86;65;76;37;178
2019;Volkswagen;Golf SportWagen;Station wagon: Small;14;4;M6;X;82;63;74;38;172
2019;Volkswagen;Golf SportWagen 4MOTION;Station wagon: Small;18;4;AM6;X;108;81;96;29;224
2019;Volkswagen;Golf SportWagen 4MOTION;Station wagon: Small;18;4;M6;X;108;76;93;30;218
2019;Volkswagen;Jetta;Compact;14;4;AS8;X;78;59;70;40;162
2019;Volkswagen;Jetta;Compact;14;4;M6;X;79;59;70;40;163
2019;Volkswagen;Jetta GLI;Compact;20;4;AM7;X;93;72;84;34;196
2019;Volkswagen;Jetta GLI;Compact;20;4;M6;X;96;73;85;33;200
2019;Volkswagen;Passat;Mid-size;20;4;AS6;X;93;65;81;35;188
2019;Volkswagen;Tiguan;SUV: Small;20;4;AS8;X;107;80;95;30;221
2019;Volkswagen;Tiguan 4MOTION;SUV: Small;20;4;AS8;X;111;81;98;29;228
2019;Volvo;S60 T5;Compact;20;4;AS8;Z;99;66;84;34;197
2019;Volvo;S60 T6 AWD;Compact;20;4;AS8;Z;111;73;94;30;218
2019;Volvo;S90 T5 AWD;Mid-size;20;4;AS8;Z;106;74;92;31;215
2019;Volvo;S90 T6 AWD;Mid-size;20;4;AS8;Z;111;73;94;30;219
2019;Volvo;V60 T5;Station wagon: Small;20;4;AS8;Z;99;66;84;34;197
2019;Volvo;V60 T6 AWD;Station wagon: Small;20;4;AS8;Z;111;73;94;30;219
2019;Volvo;V60 CC T5 AWD;Station wagon: Small;20;4;AS8;Z;108;76;93;30;218
2019;Volvo;V90 T6 AWD;Station wagon: Mid-size;20;4;AS8;Z;111;73;94;30;219
2019;Volvo;V90 CC T6 AWD;Station wagon: Mid-size;20;4;AS8;Z;116;81;100;28;233
2019;Volvo;XC40 T5 AWD;SUV: Small;20;4;AS8;Z;103;75;90;31;211
2019;Volvo;XC60 T5 AWD;SUV: Small;20;4;AS8;Z;113;85;100;28;233
2019;Volvo;XC60 T6 AWD;SUV: Small;20;4;AS8;Z;118;86;104;27;242
2019;Volvo;XC90 T5 AWD;SUV: Standard;20;4;AS8;Z;113;85;100;28;233
2019;Volvo;XC90 T6 AWD;SUV: Standard;20;4;AS8;Z;121;89;107;26;250
